relation_product_id,"reference item id
상품 정보를 참조할 아이템 아이디.","team
",inven_sortingindex,name,level,sortorder,"ad type
1=new
2=hot
3=new+hot
4=event
5=event+new
6=event+hot
7=event+hot+new",ImageName,"main product(가격순서)
0=첫번째
1
2
3","BuyerType
0=개인
1=클랜
공백=값을 사용 안함 (값이 있을경우 최우선적용,item.csv에 없는 아이템일경우  값기입필수)",EnhancedLv,FabExtraItemID(제조비법있는 상품일경우),shop type
10097,9633,,,snowflowerdecoder120Psale,,,,snowflowerdecoder120Psale,0,0,,,
10096,2607,,,transboxm5Psale,,,,transboxm5Psale,0,0,,,
10091,9330,,,CashDecoderZHC5P,,,,CashDecoderZHC5P,0,0,,,
10090,9330,,,CashDecoderZHC100P,,,,CashDecoderZHC100P,0,0,,,
10089,9330,,,CashDecoderZHC20Psale,,,,CashDecoderZHC20Psale,0,0,,,
10088,9330,,,CashDecoderZHC50Psale,,,,CashDecoderZHC50Psale,0,0,,,
10087,9330,,,CashDecoderZHC100Psale,,,,CashDecoderZHC100Psale,0,0,,,
10086,8309,,,g4decoder50p,,,,g4decoder50p,0,0,,,
10085,5902,,,wpnascendpart_sp10Psale,,,,wpnascendpart_sp10Psale,0,0,,,
10084,5901,,,wpnascendpart_adv10Psale,,,,wpnascendpart_adv10Psale,0,0,,,
10083,5900,,,wpnascendpart_nor10Psale,,,,wpnascendpart_nor10Psale,0,0,,,
10082,5902,,,wpnascendpart_sp5Psale,,,,wpnascendpart_sp5Psale,0,0,,,
10081,5901,,,wpnascendpart_adv5Psale,,,,wpnascendpart_adv5Psale,0,0,,,
10080,5900,,,wpnascendpart_nor5Psale,,,,wpnascendpart_nor5Psale,0,0,,,
10079,5902,,,wpnascendpart_sp100P,,,,wpnascendpart_sp100P,0,0,,,
10078,5901,,,wpnascendpart_adv100P,,,,wpnascendpart_adv100P,0,0,,,
10077,5900,,,wpnascendpart_nor100P,,,,wpnascendpart_nor100P,0,0,,,
10076,9144,,,blackfridaydecoder_20psale,,,,blackfridaydecoder_20psale,0,0,,,
10075,9144,,,blackfridaydecoder_1psale,,,,blackfridaydecoder_1psale,0,0,,,
10074,2607,,,transboxmset100P,,,,transboxmset100P,0,0,,,
10073,2607,,,transboxmset50Psale,,,,transboxmset50Psale,0,0,,,
10072,2607,,,transboxmset10Psale,,,,transboxmset10Psale,0,0,,,
10071,9184,,,allinonedecoder_100p,,,,allinonedecoder_100p,0,0,,,
10070,9144,,,blackfridaydecoder_100p,,,,blackfridaydecoder_100p,0,0,,,
10069,9144,,,blackfridaydecoder_15psale,,,,blackfridaydecoder_15psale,0,0,,,
10068,9144,,,blackfridaydecoder_5psale,,,,blackfridaydecoder_5psale,0,0,,,
10067,2599,,,topdecoderEPIC_30Psale,,,,topdecoderEPIC_30Psale,0,0,,,
10066,2599,,,topdecoderEPIC_10Psale,,,,topdecoderEPIC_10Psale,0,0,,,
10065,9116,,,g5decoderE2_100P,,,3,g5decoderE2_100P,0,0,,,
10064,9116,,,g5decoderE2_5P,,,3,g5decoderE2_5P,0,0,,,
10063,2738,,,allinonebox_100p,,,3,allinonebox_100p,0,0,,,
10062,8898,,,g5decoderE1_100p,,,3,g5decoderE1_100p,0,0,,,
10061,8311,,,classdecoder100,,,3,classdecoder100,0,0,,,
10060,8309,,,g4decoderP20set,,,,g4decoderP20set,0,0,,,
10059,8308,,,g4decoder100set,,,,g4decoder100set,0,0,,,
10058,2094,,,luckybox4_sale,,,3,luckybox4,0,0,,,
10057,8293,,,g5decoderP30set,,20001,3,g5decoderP30set,0,0,,,
10056,8292,,,g5decoder100set,,20002,3,g5decoder100set,0,0,,,
10055,976,,,topdecoderSA30set,,,3,topdecoderSA30set,0,0,,,
10054,975,,,topdecoderSB100set,,,3,topdecoderSB100set,0,0,,,
10053,2092,,,luckybox3_100set,,,3,luckybox3_100set,,,,,
10052,2599,,,topdecoderEPIC100set,,20002,3,topdecoderEPIC100set,0,0,,,
10051,2093,,,summerweaponbox,,,3,,,,,,
10050,2093,,,summerweaponbox_50sale,,,3,summerweaponbox_50sale,,,,,
10049,2092,,,luckybox3_50sale,,,3,luckybox3_50sale,,,,,
10048,975,,,topdecoderSB50mileage10000set,,,3,topdecoderSB50mileage10000set,,,,,
10047,956,0,,topdecoderB50mileage5000set,,,3,,,,,,
10046,957,0,,topdecoderA15mileage2000set,,,3,,,,,,
10045,976,,,topdecoderSA10mileage5000set,,,3,topdecoderSA10mileage5000set,0,0,,,
10044,843,,,tsdecoder100p,,,3,tsdecoder100p,0,0,,,
10043,,,,mdecodersupplyboxPointExpUpBalrog11,,,3,,0,0,,,
10042,,,,mdecodersupplyboxPointExpUpSkull9,,,3,,0,0,,,
10041,,,,mdecodersupplyboxPointExpUpSkull4,,,3,,0,0,,,
10040,774,,,mdecoder100pmileage,,,3,mdecoder100pmileage,0,0,,,
10039,774,,,mdecoder100set,,,3,mdecoder100set,0,0,,,
10038,843,,,tsdecoder50p,,,3,tsdecoder50p,0,0,,,
10037,843,,,tsdecoder30p,,,3,tsdecoder30p,0,0,,,
10036,774,,,mdecoder50pmileage,,,3,mdecoder50pmileage,0,0,,,
10035,774,,,mdecoder50p,,,3,mdecoder50p,0,0,,,
10034,774,,,mdecoder30p,,,3,mdecoder30p,0,0,,,
10033,,0,,codebbox30p,,,3,codebbox30p,0,0,,,
10032,,0,,codeabox30p,,,3,codeabox30p,0,0,,,
10031,,0,,decoderbox30p,,,3,decoderbox30p,0,0,,,
10030,,0,,Bonuspoint16000,0,,,Bonuspoint10000,0,0,,,
10029,533,,,codebbox50p,,,3,codebbox50p,0,0,,,
10028,533,,,codebdecoder30p,,,3,codebdecoder30p,0,0,,,
10027,396,,,codeadecoder30p,,,3,codeadecoder30p,0,0,,,
10026,173,,,decoderset30p,,,3,decoderset30p,0,0,,,
10025,533,,,CodeBDecoder50p,,,3,CodeBDecoder50p,0,0,,,
10024,533,,,CodeBCashDecoder30p,,,,CodeBCashDecoder30p,0,0,,,
10023,,,,codeabox50p,,,3,codeabox50p,0,0,,,
10022,,,,decoderbox50p,,,3,decoderbox50p,0,0,,,
10021,137,0,,ZombieBnoWeapon,0,,,,0,0,,,
10020,8,,,,,,,,1,,,,
10019,261,,,,,,,,0,,,,
10018,396,,,CodeADecoder50p,,,3,CodeADecoder50p,0,0,,,
10017,396,,,CodeACashDecoder30p,,,,CodeACashDecoder30p,0,0,,,
10016,173,,,DecoderSet50p,,,3,DecoderSet50p,0,0,,,
10015,173,,,DecoderSet25p,,,,DecoderSet25p,0,0,,,
10014,292,,,TextH04Bonus,,,,TextH04Bonus,0,0,,,
10013,296,,,TextL04Bonus,,,,TextL04Bonus,0,0,,,
10012,,0,,Bonuspoint3000,0,,,Bonuspoint10000,0,0,,,
10011,,0,,Bonuspoint2000,0,,,Bonuspoint10000,0,0,,,
10010,,0,,Bonuspoint5000,0,,,Bonuspoint10000,0,0,,,
10009,,0,,Bonuspoint20000,0,,,Bonuspoint10000,0,0,,,
10008,,0,,Bonuspoint1000,0,,,Bonuspoint10000,0,0,,,
10007,,0,,Bonuspoint500,0,,,Bonuspoint10000,0,0,,,
10006,,0,,Bonuspoint300,0,,,Bonuspoint10000,0,0,,,
10005,,0,,Bonuspoint100,0,,,Bonuspoint10000,0,0,,,
10004,,0,,Bonuspoint5000,0,,,Bonuspoint10000,0,0,,,
10003,,0,,Bonuspoint10000,0,,,Bonuspoint10000,0,0,,,
10002,,0,,Bonuspoint100000,0,,,Bonuspoint10000,0,0,,,
10001,,0,,Bonuspoint30000,0,,,Bonuspoint10000,0,0,,,
10000,,0,,Bonuspoint30000,0,,,Bonuspoint10000,0,0,,,
9999,9999,,,,,,,,0,,,,
9998,9998,,,,,,,,0,,,,
9997,9997,,,,,,,,0,,,,
9927,9927,,,,,,,,,,,,
9926,9926,,,,,,,,,,,,
9925,9925,,,,,,,,,,,,
9923,9923,,,,,,,,,,,,
9919,9919,,,,,,,,,,,,
9918,9918,,,,,,,,,,,,
9917,9917,,,,,,,,,,,,
9916,9916,,,,,,,,,,,,
9915,9915,,,,,,,,,,,,
9914,9914,,,,,,,,,,,,
9913,9913,,,,,,,,,,,,
9912,9912,,,,,,,,,,,,
9911,9911,,,,,,,,,,,,
9910,9910,,,,,,,,,,,,
9909,9909,,,,,,,,,,,,
9908,9908,,,,,,,,,,,,
9907,9907,,,,,,,,,,,,
9906,9906,,,,,,,,,,,,
9905,9905,,,,,,,,,,,,
9904,9904,,,,,,,,,,,,
9903,9903,,,,,,,,,,,,
9901,9901,,,,,,,,,,,,
9900,9900,,,,,,,,,,,,
9899,9899,,,,,,,,,,,,
9898,9898,,,,,,,,,,,,
9897,9897,,,,,,,,,,,,
9896,9896,,,,,,,,,,,,
9895,9895,,,,,,,,,,,,
9894,9894,,,,,,,,,,,,
9893,9893,,,,,,,,,,,,
9892,9892,,,,,,,,,,,,
9891,9891,,,,,,,,,,,,
9890,9890,,,,,,,,,,,,
9889,9889,,,,,,,,,,,,
9886,9886,,,,,,,,,,,,
9885,9885,,,,,,,,,,,,
9884,9884,,,,,,,,,,,,
9883,9883,,,,,,,,,,,,
9882,9882,,,,,,,,,,,,
9881,9881,,,,,,,,,,,,
9880,9880,,,,,,,,,,,,
9879,9879,,,,,,,,,,,,
9878,9878,,,,,,,,,,,,
9877,9877,,,,,,,,,,,,
9876,9876,,,,,,,,,,,,
9875,9875,,,,,,,,,,,,
9874,9874,,,,,,,,,,,,
9873,9873,,,,,,,,,,,,
9872,9872,,,,,,,,,,,,
9871,9871,,,,,,,,,,,,
9870,9870,,,,,,,,,,,,
9869,9869,,,,,,,,,,,,
9868,9868,,,,,,,,,,,,
9867,9867,,,,,,,,,,,,
9866,9866,,,,,,,,,,,,
9865,9865,,,,,,,,,,,,
9864,9864,,,,,,,,,,,,
9863,9863,,,,,,,,,,,,
9862,9862,,,,,,,,,,,,
9861,9861,,,,,,,,,,,,
9860,9860,,,,,,,,,,,,
9859,9859,,,,,,,,,,,,
9858,9858,,,,,,,,,,,,
9857,9857,,,,,,,,,,,,
9856,9856,,,,,,,,,,,,
9855,9855,,,,,,,,,,,,
9854,9854,,,,,,,,,,,,
9853,9853,,,,,,,,,,,,
9852,9852,,,,,,,,,,,,
9851,9851,,,,,,,,,,,,
9850,9850,,,,,,,,,,,,
9849,9849,,,,,,,,,,,,
9848,9848,,,,,,,,,,,,
9847,9847,,,,,,,,,,,,
9846,9846,,,,,,,,,,,,
9845,9845,,,,,,,,,,,,
9844,9844,,,,,,,,,,,,
9843,9843,,,,,,,,,,,,
9842,9842,,,,,,,,,,,,
9841,9841,,,,,,,,,,,,
9840,9840,,,,,,,,,,,,
9839,9839,,,,,,,,,,,,
9838,9838,,,,,,,,,,,,
9837,9837,,,,,,,,,,,,
9836,9836,,,,,,,,,,,,
9835,9835,,,,,,,,,,,,
9834,9834,,,,,,,,,,,,
9833,9833,,,,,,,,,,,,
9832,9832,,,,,,,,,,,,
9831,9831,,,,,,,,,,,,
9830,9830,,,,,,,,,,,,
9829,9829,,,,,,,,,,,,
9828,9828,,,,,,,,,,,,
9827,9827,,,,,,,,,,,,
9826,9826,,,,,,,,,,,,
9825,9825,,,,,,,,,,,,
9824,9824,,,,,,,,,,,,
9823,9823,,,,,,,,,,,,
9822,9822,,,,,,,,,,,,
9821,9821,,,,,,,,,,,,
9820,9820,,,,,,,,,,,,
9819,9819,,,,,,,,,,,,
9818,9818,,,,,,,,,,,,
9817,9817,,,,,,,,,,,,
9816,9816,,,,,,,,,,,,
9815,9815,,,,,,,,,,,,
9814,9814,,,,,,,,,,,,
9813,9813,,,,,,,,,,,,
9812,9812,,,,,,,,,,,,
9811,9811,,,,,,,,,,,,
9810,9810,,,,,,,,,,,,
9809,9809,,,,,,,,,,,,
9808,9808,,,,,,,,,,,,
9807,9807,,,,,,,,,,,,
9806,9806,,,,,,,,,,,,
9805,9805,,,,,,,,,,,,
9804,9804,,,,,,,,,,,,
9803,9803,,,,,,,,,,,,
9802,9802,,,,,,,,,,,,
9801,9801,,,,,,,,,,,,
9800,9800,,,,,,,,,,,,
9799,9799,,,,,,,,,,,,
9798,9798,,,,,,,,,,,,
9797,9797,,,,,,,,,,,,
9796,9796,,,,,,,,,,,,
9795,9795,,,,,,,,,,,,
9794,9794,,,,,,,,,,,,
9793,9793,,,,,,,,,,,,
9792,9792,,,,,,,,,,,,
9791,9791,,,,,,,,,,,,
9790,9790,,,,,,,,,,,,
9789,9789,,,,,,,,,,,,
9788,9788,,,,,,,,,,,,
9787,9787,,,,,,,,,,,,
9786,9786,,,,,,,,,,,,
9785,9785,,,,,,,,,,,,
9784,9784,,,,,,,,,,,,
9783,9783,,,,,,,,,,,,
9782,9782,,,,,,,,,,,,
9781,9781,,,,,,,,,,,,
9780,9780,,,,,,,,,,,,
9779,9779,,,,,,,,,,,,
9778,9778,,,,,,,,,,,,
9777,9777,,,,,,,,,,,,
9776,9776,,,,,,,,,,,,
9775,9775,,,,,,,,,,,,
9774,9774,,,,,,,,,,,,
9773,9773,,,,,,,,,,,,
9772,9772,,,,,,,,,,,,
9771,9771,,,,,,,,,,,,
9770,9770,,,,,,,,,,,,
9769,9769,,,,,,,,,,,,
9768,9768,,,,,,,,,,,,
9767,9767,,,,,,,,,,,,
9766,9766,,,,,,,,,,,,
9765,9765,,,,,,,,,,,,
9764,9764,,,,,,,,,,,,
9763,9763,,,,,,,,,,,,
9762,9762,,,,,,,,,,,,
9761,9761,,,,,,,,,,,,
9760,9760,,,,,,,,,,,,
9759,9759,,,,,,,,,,,,
9758,9758,,,,,,,,,,,,
9757,9757,,,,,,,,,,,,
9756,9756,,,,,,,,,,,,
9755,9755,,,,,,,,,,,,
9754,9754,,,,,,,,,,,,
9753,9753,,,,,,,,,,,,
9752,9752,,,,,,,,,,,,
9751,9751,,,,,,,,,,,,
9750,9750,,,,,,,,,,,,
9749,9749,,,,,,,,,,,,
9748,9748,,,,,,,,,,,,
9747,9747,,,,,,,,,,,,
9746,9746,,,,,,,,,,,,
9745,9745,,,,,,,,,,,,
9744,9744,,,,,,,,,,,,
9743,9743,,,,,,,,,,,,
9742,9742,,,,,,,,,,,,
9741,9741,,,,,,,,,,,,
9740,9740,,,,,,,,,,,,
9739,9739,,,,,,,,,,,,
9738,9738,,,,,,,,,,,,
9737,9737,,,,,,,,,,,,
9736,9736,,,,,,,,,,,,
9735,9735,,,,,,,,,,,,
9734,9734,,,,,,,,,,,,
9733,9733,,,,,,,,,,,,
9732,9732,,,,,,,,,,,,
9731,9731,,,,,,,,,,,,
9730,9730,,,,,,,,,,,,
9729,9729,,,,,,,,,,,,
9728,9728,,,,,,,,,,,,
9727,9727,,,,,,,,,,,,
9726,9726,,,,,,,,,,,,
9725,9725,,,,,,,,,,,,
9724,9724,,,,,,,,,,,,
9723,9723,,,,,,,,,,,,
9722,9722,,,,,,,,,,,,
9721,9721,,,,,,,,,,,,
9720,9720,,,,,,,,,,,,
9719,9719,,,,,,,,,,,,
9718,9718,,,,,,,,,,,,
9717,9717,,,,,,,,,,,,
9716,9716,,,,,,,,,,,,
9715,9715,,,,,,,,,,,,
9714,9714,,,,,,,,,,,,
9713,9713,,,,,,,,,,,,
9712,9712,,,,,,,,,,,,
9711,9711,,,,,,,,,,,,
9710,9710,,,,,,,,,,,,
9709,9709,,,,,,,,,,,,
9707,9707,,,,,,,,,,,,
9706,9706,,,,,,,,,,,,
9705,9705,,,,,,,,,,,,
9704,9704,,,,,,,,,,,,
9703,9703,,,,,,,,,,,,
9702,9702,,,,,,,,,,,,
9701,9701,,,,,,,,,,,,
9700,9700,,,,,,,,,,,,
9699,9699,,,,,,,,,,,,
9698,9698,,,,,,,,,,,,
9697,9697,,,,,,,,,,,,
9696,9696,,,,,,,,,,,,
9695,9695,,,,,,,,,,,,
9694,9694,,,,,,,,,,,,
9693,9693,,,,,,,,,,,,
9692,9692,,,,,,,,,,,,
9691,9691,,,,,,,,,,,,
9690,9690,,,,,,,,,,,,
9689,9689,,,,,,,,,,,,
9688,9688,,,,,,,,,,,,
9682,9682,,,,,,,,,,,,
9681,9681,,,,,,,,,,,,
9680,9680,,,,,,,,,,,,
9679,9679,,,,,,,,,,,,
9678,9678,,,,,,,,,,,,
9677,9677,,,,,,,,,,,,
9676,9676,,,,,,,,,,,,
9675,9675,,,,,,,,,,,,
9674,9674,,,,,,,,,,,,
9673,9673,,,,,,,,,,,,
9672,9672,,,,,,,,,,,,
9671,9671,,,,,,,,,,,,
9670,9670,,,,,,,,,,,,
9669,9669,,,,,,,,,,,,
9668,9668,,,,,,,,,,,,
9667,9667,,,,,,,,,,,,
9666,9666,,,,,,,,,,,,
9665,9665,,,,,,,,,,,,
9664,9664,,,,,,,,,,,,
9663,9663,,,,,,,,,,,,
9662,9662,,,,,,,,,,,,
9661,9661,,,,,,,,,,,,
9660,9660,,,,,,,,,,,,
9659,9659,,,,,,,,,,,,
9658,9658,,,,,,,,,,,,
9657,9657,,,,,,,,,,,,
9656,9656,,,,,,,,,,,,
9655,9655,,,,,,,,,,,,
9654,9654,,,,,,,,,,,,
9653,9653,,,,,,,,,,,,
9652,9652,,,,,,,,,,,,
9651,9651,,,,,,,,,,,,
9650,9650,,,,,,,,,,,,
9649,9649,,,,,,,,,,,,
9648,9648,,,,,,,,,,,,
9647,9647,,,,,,,,,,,,
9646,9646,,,,,,,,,,,,
9645,9645,,,,,,,,,,,,
9644,9644,,,,,,,,,,,,
9643,9643,,,,,,,,,,,,
9642,9642,,,,,,,,,,,,
9641,9641,,,,,,,,,,,,
9640,9640,,,,,,,,,,,,
9639,9639,,,,,,,,,,,,
9638,9638,,,,,,,,,,,,
9637,9637,,,,,,,,,,,,
9636,9636,,,,,,,,,,,,
9635,9635,,,,,,,,,,,,
9634,9634,,,,,,,,,,,,
9633,9633,,,,,,,,,,,,
9632,9632,,,,,,,,,,,,
9631,9631,,,,,,,,,,,,
9630,9630,,,,,,,,,,,,
9629,9629,,,,,,,,,,,,
9628,9628,,,,,,,,,,,,
9627,9627,,,,,,,,,,,,
9626,9626,,,,,,,,,,,,
9625,9625,,,,,,,,,,,,
9624,9624,,,,,,,,,,,,
9623,9623,,,,,,,,,,,,
9622,9622,,,,,,,,,,,,
9620,9620,,,,,,,,,,,,
9619,9619,,,,,,,,,,,,
9617,9617,,,,,,,,,,,,
9616,9616,,,,,,,,,,,,
9615,9615,,,,,,,,,,,,
9614,9614,,,,,,,,,,,,
9613,9613,,,,,,,,,,,,
9612,9612,,,,,,,,,,,,
9611,9611,,,,,,,,,,,,
9608,9608,,,,,,,,,,,,
9607,9607,,,,,,,,,,,,
9606,9606,,,,,,,,,,,,
9605,9605,,,,,,,,,,,,
9604,9604,,,,,,,,,,,,
9603,9603,,,,,,,,,,,,
9602,9602,,,,,,,,,,,,
9601,9601,,,,,,,,,,,,
9600,9600,,,,,,,,,,,,
9599,9599,,,,,,,,,,,,
9598,9598,,,,,,,,,,,,
9597,9597,,,,,,,,,,,,
9596,9596,,,,,,,,,,,,
9595,9595,,,,,,,,,,,,
9590,9590,,,,,,,,,,,,
9589,9589,,,,,,,,,,,,
9588,9588,,,,,,,,,,,,
9587,9587,,,,,,,,,,,,
9586,9586,,,,,,,,,,,,
9585,9585,,,,,,,,,,,,
9584,9584,,,,,,,,,,,,
9583,9583,,,,,,,,,,,,
9582,9582,,,,,,,,,,,,
9581,9581,,,,,,,,,,,,
9580,9580,,,,,,,,,,,,
9579,9579,,,,,,,,,,,,
9578,9578,,,,,,,,,,,,
9577,9577,,,,,,,,,,,,
9576,9576,,,,,,,,,,,,
9575,9575,,,,,,,,,,,,
9574,9574,,,,,,,,,,,,
9573,9573,,,,,,,,,,,,
9571,9571,,,,,,,,,,,,
9570,9570,,,,,,,,,,,,
9569,9569,,,,,,,,,,,,
9565,9565,,,,,,,,,,,,
9564,9564,,,,,,,,,,,,
9563,9563,,,,,,,,,,,,
9562,9562,,,,,,,,,,,,
9561,9561,,,,,,,,,,,,
9560,9560,,,,,,,,,,,,
9559,9559,,,,,,,,,,,,
9558,9558,,,,,,,,,,,,
9557,9557,,,,,,,,,,,,
9556,9556,,,,,,,,,,,,
9555,9555,,,,,,,,,,,,
9554,9554,,,,,,,,,,,,
9553,9553,,,,,,,,,,,,
9552,9552,,,,,,,,,,,,
9546,9546,,,,,,,,,,,,
9545,9545,,,,,,,,,,,,
9544,9544,,,,,,,,,,,,
9543,9543,,,,,,,,,,,,
9542,9542,,,,,,,,,,,,
9541,9541,,,,,,,,,,,,
9540,9540,,,,,,,,,,,,
9539,9539,,,,,,,,,,,,
9538,9538,,,,,,,,,,,,
9537,9537,,,,,,,,,,,,
9536,9536,,,,,,,,,,,,
9535,9535,,,,,,,,,,,,
9534,9534,,,,,,,,,,,,
9533,9533,,,,,,,,,,,,
9532,9532,,,,,,,,,,,,
9531,9531,,,,,,,,,,,,
9530,9530,,,,,,,,,,,,
9529,9529,,,,,,,,,,,,
9528,9528,,,,,,,,,,,,
9527,9527,,,,,,,,,,,,
9526,9526,,,,,,,,,,,,
9525,9525,,,,,,,,,,,,
9524,9524,,,,,,,,,,,,
9523,9523,,,,,,,,,,,,
9522,9522,,,,,,,,,,,,
9521,9521,,,,,,,,,,,,
9520,9520,,,,,,,,,,,,
9519,9519,,,,,,,,,,,,
9518,9518,,,,,,,,,,,,
9517,9517,,,,,,,,,,,,
9516,9516,,,,,,,,,,,,
9515,9515,,,,,,,,,,,,
9514,9514,,,,,,,,,,,,
9513,9513,,,,,,,,,,,,
9512,9512,,,,,,,,,,,,
9511,9511,,,,,,,,,,,,
9510,9510,,,,,,,,,,,,
9509,9509,,,,,,,,,,,,
9508,9508,,,,,,,,,,,,
9507,9507,,,,,,,,,,,,
9506,9506,,,,,,,,,,,,
9505,9505,,,,,,,,,,,,
9504,9504,,,,,,,,,,,,
9503,9503,,,,,,,,,,,,
9502,9502,,,,,,,,,,,,
9501,9501,,,,,,,,,,,,
9500,9500,,,,,,,,,,,,
9499,9499,,,,,,,,,,,,
9498,9498,,,,,,,,,,,,
9497,9497,,,,,,,,,,,,
9496,9496,,,,,,,,,,,,
9495,9495,,,,,,,,,,,,
9494,9494,,,,,,,,,,,,
9493,9493,,,,,,,,,,,,
9492,9492,,,,,,,,,,,,
9491,9491,,,,,,,,,,,,
9490,9490,,,,,,,,,,,,
9489,9489,,,,,,,,,,,,
9488,9488,,,,,,,,,,,,
9487,9487,,,,,,,,,,,,
9486,9486,,,,,,,,,,,,
9485,9485,,,,,,,,,,,,
9484,9484,,,,,,,,,,,,
9483,9483,,,,,,,,,,,,
9482,9482,,,,,,,,,,,,
9481,9481,,,,,,,,,,,,
9480,9480,,,,,,,,,,,,
9479,9479,,,,,,,,,,,,
9478,9478,,,,,,,,,,,,
9477,9477,,,,,,,,,,,,
9476,9476,,,,,,,,,,,,
9475,9475,,,,,,,,,,,,
9474,9474,,,,,,,,,,,,
9473,9473,,,,,,,,,,,,
9472,9472,,,,,,,,,,,,
9471,9471,,,,,,,,,,,,
9470,9470,,,,,,,,,,,,
9469,9469,,,,,,,,,,,,
9468,9468,,,,,,,,,,,,
9467,9467,,,,,,,,,,,,
9466,9466,,,,,,,,,,,,
9465,9465,,,,,,,,,,,,
9464,9464,,,,,,,,,,,,
9463,9463,,,,,,,,,,,,
9462,9462,,,,,,,,,,,,
9461,9461,,,,,,,,,,,,
9460,9460,,,,,,,,,,,,
9459,9459,,,,,,,,,,,,
9458,9458,,,,,,,,,,,,
9457,9457,,,,,,,,,,,,
9456,9456,,,,,,,,,,,,
9455,9455,,,,,,,,,,,,
9454,9454,,,,,,,,,,,,
9453,9453,,,,,,,,,,,,
9452,9452,,,,,,,,,,,,
9451,9451,,,,,,,,,,,,
9450,9450,,,,,,,,,,,,
9449,9449,,,,,,,,,,,,
9448,9448,,,,,,,,,,,,
9447,9447,,,,,,,,,,,,
9446,9446,,,,,,,,,,,,
9445,9445,,,,,,,,,,,,
9444,9444,,,,,,,,,,,,
9443,9443,,,,,,,,,,,,
9442,9442,,,,,,,,,,,,
9441,9441,,,,,,,,,,,,
9440,9440,,,,,,,,,,,,
9439,9439,,,,,,,,,,,,
9438,9438,,,,,,,,,,,,
9437,9437,,,,,,,,,,,,
9436,9436,,,,,,,,,,,,
9435,9435,,,,,,,,,,,,
9434,9434,,,,,,,,,,,,
9433,9433,,,,,,,,,,,,
9432,9432,,,,,,,,,,,,
9431,9431,,,,,,,,,,,,
9430,9430,,,,,,,,,,,,
9429,9429,,,,,,,,,,,,
9428,9428,,,,,,,,,,,,
9427,9427,,,,,,,,,,,,
9426,9426,,,,,,,,,,,,
9425,9425,,,,,,,,,,,,
9424,9424,,,,,,,,,,,,
9423,9423,,,,,,,,,,,,
9422,9422,,,,,,,,,,,,
9421,9421,,,,,,,,,,,,
9420,9420,,,,,,,,,,,,
9419,9419,,,,,,,,,,,,
9418,9418,,,,,,,,,,,,
9417,9417,,,,,,,,,,,,
9416,9416,,,,,,,,,,,,
9415,9415,,,,,,,,,,,,
9414,9414,,,,,,,,,,,,
9413,9413,,,,,,,,,,,,
9412,9412,,,,,,,,,,,,
9411,9411,,,,,,,,,,,,
9410,9410,,,,,,,,,,,,
9409,9409,,,,,,,,,,,,
9408,9408,,,,,,,,,,,,
9407,9407,,,,,,,,,,,,
9406,9406,,,,,,,,,,,,
9405,9405,,,,,,,,,,,,
9404,9404,,,,,,,,,,,,
9403,9403,,,,,,,,,,,,
9402,9402,,,,,,,,,,,,
9401,9401,,,,,,,,,,,,
9400,9400,,,,,,,,,,,,
9399,9399,,,,,,,,,,,,
9398,9398,,,,,,,,,,,,
9397,9397,,,,,,,,,,,,
9396,9396,,,,,,,,,,,,
9395,9395,,,,,,,,,,,,
9394,9394,,,,,,,,,,,,
9393,9393,,,,,,,,,,,,
9392,9392,,,,,,,,,,,,
9391,9391,,,,,,,,,,,,
9390,9390,,,,,,,,,,,,
9389,9389,,,,,,,,,,,,
9388,9388,,,,,,,,,,,,
9387,9387,,,,,,,,,,,,
9386,9386,,,,,,,,,,,,
9385,9385,,,,,,,,,,,,
9384,9384,,,,,,,,,,,,
9383,9383,,,,,,,,,,,,
9382,9382,,,,,,,,,,,,
9381,9381,,,,,,,,,,,,
9380,9380,,,,,,,,,,,,
9379,9379,,,,,,,,,,,,
9378,9378,,,,,,,,,,,,
9377,9377,,,,,,,,,,,,
9376,9376,,,,,,,,,,,,
9375,9375,,,,,,,,,,,,
9374,9374,,,,,,,,,,,,
9373,9373,,,,,,,,,,,,
9372,9372,,,,,,,,,,,,
9371,9371,,,,,,,,,,,,
9370,9370,,,,,,,,,,,,
9369,9369,,,,,,,,,,,,
9368,9368,,,,,,,,,,,,
9367,9367,,,,,,,,,,,,
9366,9366,,,,,,,,,,,,
9365,9365,,,,,,,,,,,,
9364,9364,,,,,,,,,,,,
9363,9363,,,,,,,,,,,,
9362,9362,,,,,,,,,,,,
9361,9361,,,,,,,,,,,,
9360,9360,,,,,,,,,,,,
9359,9359,,,,,,,,,,,,
9358,9358,,,,,,,,,,,,
9357,9357,,,,,,,,,,,,
9356,9356,,,,,,,,,,,,
9355,9355,,,,,,,,,,,,
9354,9354,,,,,,,,,,,,
9353,9353,,,,,,,,,,,,
9352,9352,,,,,,,,,,,,
9351,9351,,,,,,,,,,,,
9350,9350,,,,,,,,,,,,
9349,9349,,,,,,,,,,,,
9348,9348,,,,,,,,,,,,
9347,9347,,,,,,,,,,,,
9346,9346,,,,,,,,,,,,
9345,9345,,,,,,,,,,,,
9344,9344,,,,,,,,,,,,
9343,9343,,,,,,,,,,,,
9342,9342,,,,,,,,,,,,
9341,9341,,,,,,,,,,,,
9340,9340,,,,,,,,,,,,
9339,9339,,,,,,,,,,,,
9338,9338,,,,,,,,,,,,
