;,,,";무기/장비=""Equipment"",클래스(캐릭터)=""Class""",";권총=1,샷건=2,기관단총=3,소총=4,기관총=5장비=6,클래스=7,기능성(passive)=8,작동성(active)=9",,";UseType, 0= 간접사용, 1= 자동사용, 2= 수동사용, 3= 수동사용(int), 4= 수동사용(string), 5= 팝업, 6= 사용 불가(버튼 없음)",";공용=0,테러리스트1,대테러리스트2",,,,,,,,,,,,,,,,,,,,,";0=개인,1=클랜;공백=0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
;ID,Name,recourcename,ClassName,Category,InGameID,UseType,Team,Level,ExpPointModCategory,ExpModPriority,ExpModMin,ExpModMax,PCBangExpModMin,PCBangExpModMax,PointModPriority,PointModMin,PointModMax,PCBangPointModMin,PCBangPointModMax,InventoryType,Damage,HitRate,Reaction,FiringSpeed,Weight,SkinBase,Period,BuyerType,ItemBoxName,TeamBonusExpOther,TeamBonusExpSelf,TeamBonusPointOther,TeamBonusPointSelf,rewardID,InGameItem,mdl,skin,DisReward1,DisReward2,DisReward3,EnhWeapon,ZombieSkin,TradeNum,TradeDay,CanExtend,SortingIndex,ItemGrade,"ItemGradeForMode(노말, 좀비, 시나리오)",zombie_damage,scen_damage,knockback,delay,ammo,WeaponPart,lockedbox key,1 = 백과사전에서는 노출 되지만 수집현황(무기/클래스) 제외 / 2 =백과사전과 수집현황에서 모두 제외
2575,LotteryItemTextH03,LotteryItemTextH03,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2201,6,,,,,,1,0,,2
2576,LotteryItemTextH04,LotteryItemTextH04,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,2
2577,goldmooncake,goldmooncake,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2577,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,2
2578,newyearcashgifts,newyearcashgifts,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2578,0,,,0,0,0,0,0,0,0,0,2203,0,,,,,,1,0,,2
2579,newyearcashgifts2,newyearcashgifts2,EventItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2001,0,,,,,,1,0,,0
2580,summerweaponbox,summerweaponbox,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2580,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,2
2581,mileagelottery,mileagelottery,EventItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2001,0,,,,,,1,0,,2
2582,mileageshopbox1,mileageshopbox1,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2582,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,2
2583,mileageshopbox2,mileageshopbox2,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2583,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,2
2584,mileageshopbox3,mileageshopbox3,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2584,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,2
2585,mileageshopbox4,mileageshopbox4,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2585,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,2
2586,mileageshopbox5,mileageshopbox5,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2586,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,2
2587,mileageshopbox6,mileageshopbox6,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2587,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,2
2588,mileageshopbox7,mileageshopbox7,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2588,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,2
2589,bingoticket,bingoticket,EventItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2001,0,,,,,,1,0,,2
2590,buffclassfernandoset,buffclassfernandoset,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,2
2591,buffclassblairset,buffclassblairset,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,2
2592,transpass,transpass,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,1,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,2001,0,,,,,,1,0,,0
2593,transbox,transbox,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2593,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2594,sgmissilepiece,sgmissilepiece,EventItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2001,0,,,,,,1,0,,2
2595,epicpass,epicpass,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,1,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,2001,0,,,,,,1,0,,0
2596,epicpiece,epicpiece,EventItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2596,0,,,0,0,0,0,0,0,0,0,2001,0,,,,,,1,0,,0
2597,epicpiecebox_free,epicpiecebox_free,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2597,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2598,epicpiecebox_pay,epicpiecebox_pay,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2598,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2599,topdecoderEPIC,topdecoderEPIC,LotteryKeyItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,topdecoderEPIC,0,0,0,0,0,0,basicmatrix,,0,0,0,0,0,0,0,0,2000,0,,,,,,1,0,,0
2600,epicbox,epicbox,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2600,0,,,0,0,0,0,0,0,0,0,2001,0,,,,,,1,0,,0
2601,buffclassteambox,buffclassteambox,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2601,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2602,toolbox,toolbox,EventItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2001,0,,,,,,1,0,,2
2603,weaponexchangeticket,weaponexchangeticket,EventItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2603,0,,,0,0,0,0,0,0,0,0,2001,0,,,,,,1,0,,2
2604,staysupplybox,staysupplybox,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2604,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2605,csorewardpackage,csorewardpackage,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2605,0,,,0,0,0,0,0,0,0,0,2001,0,,,,,,1,0,,2
2606,WeaponPaintPackage,WeaponPaintPackage,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2606,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2607,transboxm,transboxm,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2607,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2608,LuckyBag06,LuckyBag06,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2608,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2610,eventweaponboxa,eventweaponboxa,RewardItem,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2610,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2611,2021mileage,2021mileage,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2611,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2612,snowcrystal,snowcrystal,EventItem,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2001,0,,,,,,1,0,,0
2613,attendancebox_a,attendancebox_a,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2613,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2614,attendancebox_b,attendancebox_b,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2614,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2615,zombie_z_startpackage,zombie_z_startpackage,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2615,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2616,epiclightbox,epiclightbox,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2616,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2617,lobbyBG016_texth04,lobbyBG016_texth04,RewardItem,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2617,0,,,0,0,0,0,0,0,0,0,2201,6,,,,,,1,0,,2
2618,epicshop_epicwpn_epicedition,epicshop_epicwpn_epicedition,RewardItem,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2618,0,,,0,0,0,0,0,0,0,0,2201,6,,,,,,1,0,,2
2619,epicshop_memory_box,epicshop_memory_box,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2619,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2620,epicshop_grade5wpn_box,epicshop_grade5wpn_box,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2620,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,2,,0
2621,epicshop_grade4wpn_box,epicshop_grade4wpn_box,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2621,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2622,epicshop_grade5class_box,epicshop_grade5class_box,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2622,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2623,epicshop_rarewpn_box,epicshop_rarewpn_box,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2623,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2624,springbox,springbox,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2624,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2625,honorbox,honorbox,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2625,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2626,reinforceweaponbox,reinforceweaponbox,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2626,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2627,epicweapon_lobbyBG021,epicweapon_lobbyBG021,RewardItem,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2627,0,,,0,0,0,0,0,0,0,0,2201,6,,,,,,1,0,,2
2628,guidebox01,guidebox01,RewardItem,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2628,0,,,0,0,0,0,0,0,0,0,2201,5,,,,,,1,0,,0
2629,guidebox02,guidebox02,RewardItem,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2629,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2630,guidebox03,guidebox03,RewardItem,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2630,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2631,display_eventbox,display_eventbox,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,2
2632,pointbox,pointbox,RewardItem,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2632,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2633,buffsg552ex_box,buffsg552ex_box,RewardItem,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2633,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2634,autumnbox,autumnbox,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2634,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2635,halloweenbox,halloweenbox,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2635,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,2
2636,reinforceweaponboxP,reinforceweaponboxP,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2636,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2637,firecracker_parts1,firecracker_parts1,EventItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2001,0,,,,,,1,0,,0
2638,firecracker_parts2,firecracker_parts2,EventItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2001,0,,,,,,1,0,,0
2639,firecracker_parts3,firecracker_parts3,EventItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2001,0,,,,,,1,0,,0
2640,firecracker_set,firecracker_set,EventItem,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2001,0,,,,,,1,0,,0
2641,wish_lantern,wish_lantern,EventItem,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2001,0,,,,,,1,0,,0
2642,halloween_candybox,halloween_candybox,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2642,0,,,0,0,0,0,0,0,0,0,2001,0,,,,,,1,0,,0
2643,winterbox,winterbox,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2643,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,2
2644,pccafe_eventbox_n,pccafe_eventbox_n,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2644,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,2
2645,pccafe_eventbox_p,pccafe_eventbox_p,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2645,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,2
2646,addon_select_box,addon_select_box,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2646,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2647,addon_random_box,addon_random_box,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2647,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2648,grade4wpn_box,grade4wpn_box,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2648,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2649,skull9ex_piece,skull9ex_piece,EventItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2001,0,,,,,,1,0,,0
2650,newbiereturnbox,ReturnUserBox,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2650,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2652,epicshop_grade5class_box2,epicshop_grade5class_box2,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2652,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2653,epicshop_rarecostume_box,epicshop_rarecostume_box,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2653,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2654,epicshop_oz_set,epicshop_oz_set,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2654,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2655,epicshop_monkey_set,epicshop_monkey_set,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2655,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2656,epicshop_lightning_set,epicshop_lightning_set,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2656,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2657,epicshop_animalwpn_set,epicshop_animalwpn_set,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2657,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2658,lobbyBG041_texth04,lobbyBG041_texth04,RewardItem,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2658,0,,,0,0,0,0,0,0,0,0,2201,6,,,,,,1,0,,2
2659,chocolatebox,chocolatebox,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2659,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2660,classcosmixset1,classcosmixset1,RewardItem,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2660,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2661,classcosmixset2,classcosmixset2,RewardItem,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2661,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2662,classcosmixset3,classcosmixset3,RewardItem,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2662,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2663,classcosmixset4,classcosmixset4,RewardItem,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2663,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2664,classcosmixset5,classcosmixset5,RewardItem,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2664,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2665,classcosmixset6,classcosmixset6,RewardItem,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2665,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2666,addon_top12_box,addon_top12_box,RewardItemMerged,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2666,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2667,springbox_m,springbox_m,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2667,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2668,auction_ticket_wpn1,auction_ticket_wpn1,EventItem,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2001,0,,,,,,1,0,,0
2669,150mileage,150mileage,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2669,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2670,voidpistolexmaterial1,voidpistolexmaterial1,EventItem,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2001,0,,,,,,1,0,,0
2671,voidpistolexmaterial2,voidpistolexmaterial2,EventItem,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2001,0,,,,,,1,0,,0
2672,voidpistolexmaterial3,voidpistolexmaterial3,EventItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2001,0,,,,,,1,0,,0
2673,voidpistolexmaterial4,voidpistolexmaterial4,EventItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2001,0,,,,,,1,0,,0
2674,voidpistolexmaterial5,voidpistolexmaterial5,EventItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2001,0,,,,,,1,0,,0
2676,costumebox_select,costumebox_select,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2676,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,2
2679,chainsawexpiece,chainsawexpiece,EventItem,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2001,0,,,,,,1,0,,0
2680,epicweapon_lobbyBG059,epicweapon_lobbyBG059,RewardItem,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2680,0,,,0,0,0,0,0,0,0,0,2201,6,,,,,,1,0,,2
2681,epicshop_upgradewpn_box,epicshop_upgradewpn_box,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2681,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2682,epicshop_goldwpn_box,epicshop_goldwpn_box,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2682,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2683,epicshop_xmaswpn_box,epicshop_xmaswpn_box,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2683,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2684,event_riddle_piece,event_riddle_piece,EventItem,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2001,0,,,,,,1,0,,0
2685,event_riddle_box,event_riddle_box,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2685,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2691,zombienewbieweapon_7day,zombienewbieweapon_7day,RewardItem,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2691,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2693,rocketpistolpiece,rocketpistolpiece,EventItem,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2001,0,,,,,,1,0,,0
2694,guidepartsweaponselectbox,guidepartsweaponselectbox,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2694,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,0
2695,lucky_ticket_wpn1,lucky_ticket_wpn1,EventItem,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2001,0,,,,,,1,0,,0
2696,serial_topdecoderEPIC1,serial_topdecoderEPIC1,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,2696,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,2
